Created_at,Text
Wed Jul 11 21:11:54 +0000 2018,RT @realDonaldTrump: What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are there only 5 out of 29 c…
Wed Jul 11 21:11:36 +0000 2018,"RT @Scavino45: President @realDonaldTrump and President @EmmanuelMacron of France meeting earlier today at #NATOSummit2018 in Brussels, Bel…"
Wed Jul 11 21:11:20 +0000 2018,"RT @Scavino45: President @realDonaldTrump meets with Chancellor Angela Merkel of Germany, along with their respective delegations at #NATOS…"
Wed Jul 11 21:10:46 +0000 2018,"RT @realDonaldTrump: ...things up, better than ever before, but it can’t go too quickly. I am fighting for a level playing field for our fa…"
Wed Jul 11 21:10:31 +0000 2018,"RT @realDonaldTrump: I am in Brussels, but always thinking about our farmers. Soy beans fell 50% from 2012 to my election. Farmers have don…"
Wed Jul 11 21:10:24 +0000 2018,RT @realDonaldTrump: Democrats in Congress must no longer Obstruct - vote to fix our terrible Immigration Laws now. I am watching what is g…
Wed Jul 11 21:10:11 +0000 2018,"RT @Scavino45: President Donald J. Trump and First Lady Melania Trump participate in the Tri-Mission Embassy Meet and Greet Wednesday, July…"
Wed Jul 11 21:09:01 +0000 2018,"If the Democrats want to win Supreme Court and other Court picks, don’t Obstruct and Resist, but rather do it the good ol’ fashioned way, WIN ELECTIONS!"
Wed Jul 11 17:07:27 +0000 2018,"What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are there only 5 out of 29 countries that have met their commitment? The U.S. is paying for Europe’s protection, then loses billions on Trade. Must pay 2% of GDP IMMEDIATELY, not by 2025."
Wed Jul 11 16:50:49 +0000 2018,"What good is NATO if Germany is paying Russia billions of dollars for gas and energy? Why are their only 5 out of 29 countries that have met their commitment? The U.S. is paying for Europe’s protection, then loses billions on Trade. Must pay 2% of GDP IMMEDIATELY, not by 2025."
Wed Jul 11 16:41:12 +0000 2018,Democrats in Congress must no longer Obstruct - vote to fix our terrible Immigration Laws now. I am watching what is going on from Europe - it would be soooo simple to fix. Judges run the system and illegals and traffickers know how it works. They are just using children!
Wed Jul 11 12:40:32 +0000 2018,"...things up, better than ever before, but it can’t go too quickly. I am fighting for a level playing field for our farmers, and will win!"
Wed Jul 11 12:40:31 +0000 2018,"I am in Brussels, but always thinking about our farmers. Soy beans fell 50% from 2012 to my election. Farmers have done poorly for 15 years. Other countries’ trade barriers and tariffs have been destroying their businesses. I will open..."
Wed Jul 11 10:37:42 +0000 2018,"RT @realDonaldTrump: Bilateral Breakfast with NATO Secretary General in Brussels, Belgium... https://t.co/l0EP3lzhCM"
Wed Jul 11 08:04:45 +0000 2018,"Bilateral Breakfast with NATO Secretary General in Brussels, Belgium... https://t.co/l0EP3lzhCM"
Tue Jul 10 22:37:28 +0000 2018,"Just talked with Pfizer CEO and @SecAzar on our drug pricing blueprint. Pfizer is rolling back price hikes, so American patients don’t pay more. We applaud Pfizer for this decision and hope other companies do the same. Great news for the American people!"
Tue Jul 10 18:52:21 +0000 2018,"The European Union makes it impossible for our farmers and workers and companies to do business in Europe (U.S. has a $151 Billion trade deficit), and then they want us to happily defend them through NATO, and nicely pay for it. Just doesn’t work!"
Tue Jul 10 18:42:21 +0000 2018,"A recent Emerson College ePoll said that most Americans, especially Hispanics, feel that they are better off under President Trump than they were under President Obama."
Tue Jul 10 17:01:30 +0000 2018,"Many countries in NATO, which we are expected to defend, are not only short of their current commitment of 2% (which is low), but are also delinquent for many years in payments that have not been made. Will they reimburse the U.S.?"
Tue Jul 10 14:49:17 +0000 2018,Informing the Republican Senators of my nomination of Judge Brett Kavanaugh. #SCOTUS https://t.co/O5cAaVAtQt
Tue Jul 10 14:40:12 +0000 2018,"I am on Air Force One flying to NATO and hear reports that the FBI lovers, Peter Strzok and Lisa Page are getting cold feet on testifying about  the Rigged Witch Hunt headed by 13 Angry Democrats and people that worked for Obama for 8 years. Total disgrace!"
Tue Jul 10 12:39:18 +0000 2018,"On behalf of the United States, congratulations to the Thai Navy SEALs and all on the successful rescue of the 12 boys and their coach from the treacherous cave in Thailand. Such a beautiful moment - all freed, great job!"
Tue Jul 10 11:38:10 +0000 2018,"RT @realDonaldTrump: They just didn't get it, but they do now! https://t.co/9T50NupkDy"
Tue Jul 10 10:59:30 +0000 2018,"Thank you to all of my great supporters, really big progress being made. Other countries wanting to fix crazy trade deals. Economy is ROARING. Supreme Court pick getting GREAT REVIEWS. New Poll says Trump, at over 90%, is the most popular Republican in history of the Party. Wow!"
Tue Jul 10 10:44:29 +0000 2018,"RT @ShennaFoxxx: @realDonaldTrump #TrumpUKVisit🇬🇧 To the 
45th @POTUS Donald J Trump @FLOTUS @MELANIATRUMP The British people are looking f…"
Tue Jul 10 10:42:43 +0000 2018,"NATO countries must pay MORE, the United States must pay LESS. Very Unfair!"
Tue Jul 10 09:35:05 +0000 2018,Getting ready to leave for Europe. First meeting - NATO. The U.S. is spending many times more than any other country in order to protect them. Not fair to the U.S. taxpayer. On top of that we lose $151 Billion on Trade with the European Union. Charge us big Tariffs (&amp; Barriers)!
Tue Jul 10 09:07:47 +0000 2018,RT @KatrinaPierson: The stupidity of the left was on full display in Oakland. The #AbolishICE protest was actually the execution of a warra…
Tue Jul 10 09:03:04 +0000 2018,"RT @realDonaldTrump: Iranian Harassment of U.S. Warships:

2015: 22
2016: 36
2017: 14
2018: 0

Source: @USNavy"
Tue Jul 10 09:00:47 +0000 2018,RT @Scavino45: “The Rule of Law is our Nation’s proud heritage. It is the cornerstone of our Freedom. It is what guarantees equal justice -…
Tue Jul 10 09:00:10 +0000 2018,"RT @Scavino45: Judge Brett Kavanaugh watches with his family as President Donald J. Trump signs the document Monday evening, July 9, 2018,…"
Tue Jul 10 02:54:10 +0000 2018,"Tonight, it was my honor and privilege to nominate Judge Brett Kavanaugh to the United States Supreme Court. #SCOTUS https://t.co/97clc9zifm"
Tue Jul 10 01:01:17 +0000 2018,RT @WhiteHouse: President Trump Announces the Nominee for Associate Justice of the Supreme Court https://t.co/rVMTOMpurr
Mon Jul 09 22:22:40 +0000 2018,"HAPPY 100TH BIRTHDAY to our amazing current and former Army Warrant Officers. Thank you for your century of service, as the indispensable guardians of our great @USArmy’s technology! #CenturyOfService https://t.co/hD42XseaTG"
Mon Jul 09 17:08:29 +0000 2018,"Pfizer &amp; others should be ashamed that they have raised drug prices for no reason. They are merely taking advantage of the poor &amp; others unable to defend themselves, while at the same time giving bargain basement prices to other countries in Europe &amp; elsewhere. We will respond!"
Mon Jul 09 17:04:04 +0000 2018,The failing NY Times Fake News story today about breast feeding must be called out. The U.S. strongly supports breast feeding but we don’t believe women should be denied access to formula. Many women need this option because of malnutrition and poverty.
Mon Jul 09 14:25:06 +0000 2018,"I have confidence that Kim Jong Un will honor the contract we signed &amp;, even more importantly, our handshake. We agreed to the denuclearization of North Korea. China, on the other hand, may be exerting negative pressure on a deal because of our posture on Chinese Trade-Hope Not!"
Mon Jul 09 12:14:43 +0000 2018,I have long heard that the most important decision a U.S. President can make is the selection of a Supreme Court Justice - Will be announced tonight at 9:00 P.M.
Mon Jul 09 12:04:02 +0000 2018,"...Europe far more than it does the U.S. By some accounts, the U.S. is paying for 90% of NATO, with many countries nowhere close to their 2% commitment. On top of this the European Union has a Trade Surplus of $151 Million with the U.S., with big Trade Barriers on U.S. goods. NO!"
Mon Jul 09 11:55:01 +0000 2018,"The United States is spending far more on NATO than any other Country. This is not fair, nor is it acceptable. While these countries have been increasing their contributions since I took office, they must do much more. Germany is at 1%, the U.S. is at 4%, and NATO benefits......."
Sun Jul 08 21:58:52 +0000 2018,"They just didn't get it, but they do now! https://t.co/9T50NupkDy"
Sun Jul 08 21:27:17 +0000 2018,Looking forward to announcing my final decision on the United States Supreme Court Justice at 9:00pmE tomorrow night at the @WhiteHouse. An exceptional person will be chosen!
Sun Jul 08 20:29:27 +0000 2018,"Iranian Harassment of U.S. Warships:

2015: 22
2016: 36
2017: 14
2018: 0

Source: @USNavy"
Sun Jul 08 14:55:55 +0000 2018,"RT @CortesSteve: Today's report: Hispanic jobs hit another record, unemployment at an all-time low. Of 9 months in history under 5% jobless…"
Sun Jul 08 13:14:13 +0000 2018,The U.S. is working very closely with the Government of Thailand to help get all of the children out of the cave and to safety. Very brave and talented people!
Sat Jul 07 22:24:02 +0000 2018,"The Rigged Witch Hunt, originally headed by FBI lover boy Peter S (for one year) &amp; now, 13 Angry Democrats, should look into the missing DNC Server, Crooked Hillary’s illegally deleted Emails, the Pakistani Fraudster, Uranium One, Podesta &amp; so much more. It’s a Democrat Con Job!"
Sat Jul 07 20:42:48 +0000 2018,"Public opinion has turned strongly against the Rigged Witch Hunt and the “Special” Counsel because the public understands that there was no  Collusion with Russia (so ridiculous), that the two FBI lovers were a fraud against our Nation &amp; that the only Collusion was with the Dems!"
Sat Jul 07 20:29:34 +0000 2018,"Public opinion has turned strongly against the Rigged Witch Hunt and the “Special” Councel because the public understands that there was no  Collusion with Russia (so ridiculous), that the two FBI lovers were a fraud against our Nation &amp; that the only Collusion was with the Dems!"
Sat Jul 07 13:24:41 +0000 2018,Big decision will soon be made on our next Justice of the Supreme Court!
Sat Jul 07 13:21:11 +0000 2018,"Twitter is getting rid of fake accounts at a record pace. Will that include the Failing New York Times and propaganda machine for Amazon, the Washington Post, who constantly quote anonymous sources that, in my opinion, don’t exist - They will both be out of business in 7 years!"
Sat Jul 07 12:06:55 +0000 2018,"RT @Scavino45: “Six months in, TAX CUTS are already providing historic gains for minorities, women, and small businesses” https://t.co/a54B…"
Sat Jul 07 12:06:44 +0000 2018,"RT @Scavino45: “ICE says it seized $43M worth of counterfeit items in Laredo, Texas”
https://t.co/d6X8uKkHWd"
Sat Jul 07 12:06:38 +0000 2018,"RT @DanScavino: “When they lose, Democrats just want to change the rules” https://t.co/L9sYIwYLd2"
